song,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Bad Habit,Steve Lacy,92,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115.0,4.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,90,0.801,0.601,8.0,-7.574,0.0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907.0,4.0
Way of the Triune God - Hallelujah Version,Tyler Childers,64,0.696,0.583,10.0,-6.384,1.0,0.0307,0.629,0.0,0.123,0.543,79.057,audio_features,2BJy4svtrGACqRB5BFLOK6,spotify:track:2BJy4svtrGACqRB5BFLOK6,https://api.spotify.com/v1/tracks/2BJy4svtrGACqRB5BFLOK6,https://api.spotify.com/v1/audio-analysis/2BJy4svtrGACqRB5BFLOK6,208813.0,4.0
This Is Halloween,The Citizens of Halloween,72,0.569,0.508,7.0,-12.823,1.0,0.0502,0.768,0.0,0.145,0.647,167.624,audio_features,01YROQCnF1AQm7SCWJmD2o,spotify:track:01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/tracks/01YROQCnF1AQm7SCWJmD2o,https://api.spotify.com/v1/audio-analysis/01YROQCnF1AQm7SCWJmD2o,196560.0,4.0
Neon You,Don Louis,43,0.663,0.816,8.0,-4.412,1.0,0.0273,0.147,9.58e-06,0.131,0.866,107.999,audio_features,2AlEprA31NMOha3nS5TLvI,spotify:track:2AlEprA31NMOha3nS5TLvI,https://api.spotify.com/v1/tracks/2AlEprA31NMOha3nS5TLvI,https://api.spotify.com/v1/audio-analysis/2AlEprA31NMOha3nS5TLvI,187907.0,4.0
"1,2,3 Eoi!",MAMAMOO,52,0.862,0.875,2.0,-2.476,1.0,0.149,0.0664,9.97e-06,0.0778,0.822,120.084,audio_features,1uYgNXNnBTQnboOwlYBLd1,spotify:track:1uYgNXNnBTQnboOwlYBLd1,https://api.spotify.com/v1/tracks/1uYgNXNnBTQnboOwlYBLd1,https://api.spotify.com/v1/audio-analysis/1uYgNXNnBTQnboOwlYBLd1,176093.0,4.0
Numb,Marshmello & Khalid,88,0.912,0.774,0.0,-4.673,0.0,0.0455,0.121,0.0127,0.101,0.632,119.966,audio_features,10xV5l9nhLvFpR8mqzs0bL,spotify:track:10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/tracks/10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/audio-analysis/10xV5l9nhLvFpR8mqzs0bL,155589.0,4.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,90,0.637,0.715,2.0,-4.971,0.0,0.0455,0.148,0.0,0.0892,0.308,141.872,audio_features,38T0tPVZHcPZyhtOcCP7pF,spotify:track:38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/tracks/38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/audio-analysis/38T0tPVZHcPZyhtOcCP7pF,210576.0,4.0
Something in the Orange,Zach Bryan,88,0.369,0.192,4.0,-12.151,0.0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013.0,3.0
It Will Rain,Bruno Mars,71,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,audio_features,0RUGuh2uSNFJpGMSsD1F5C,spotify:track:0RUGuh2uSNFJpGMSsD1F5C,https://api.spotify.com/v1/tracks/0RUGuh2uSNFJpGMSsD1F5C,https://api.spotify.com/v1/audio-analysis/0RUGuh2uSNFJpGMSsD1F5C,257720.0,4.0
Never Leave,Bailey Zimmerman,70,0.503,0.643,9.0,-6.586,1.0,0.0304,0.523,1.23e-06,0.0661,0.345,148.11,audio_features,1rWoeYw0Vnnj8BLH6ECoiB,spotify:track:1rWoeYw0Vnnj8BLH6ECoiB,https://api.spotify.com/v1/tracks/1rWoeYw0Vnnj8BLH6ECoiB,https://api.spotify.com/v1/audio-analysis/1rWoeYw0Vnnj8BLH6ECoiB,207568.0,4.0
Forget Me,Lewis Capaldi,88,0.669,0.742,1.0,-3.518,0.0,0.0441,0.296,0.0,0.355,0.716,101.982,audio_features,5uSFGgIfHMT3osrAd9n9ym,spotify:track:5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/tracks/5uSFGgIfHMT3osrAd9n9ym,https://api.spotify.com/v1/audio-analysis/5uSFGgIfHMT3osrAd9n9ym,203472.0,4.0
How Do I Say Goodbye,Dean Lewis,85,0.4,0.641,8.0,-6.303,1.0,0.0674,0.214,0.0,0.0656,0.393,81.552,audio_features,5hnGrTBaEsdukpDF6aZg8a,spotify:track:5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/tracks/5hnGrTBaEsdukpDF6aZg8a,https://api.spotify.com/v1/audio-analysis/5hnGrTBaEsdukpDF6aZg8a,163603.0,4.0
Always Remember Us This Way,Lady Gaga,81,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.764,0.296,129.976,audio_features,2rbDhOo9Fh61Bbu23T2qCk,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/tracks/2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/audio-analysis/2rbDhOo9Fh61Bbu23T2qCk,210200.0,4.0
Cold Heart - PNAU Remix,Elton John & Dua Lipa & PNAU,89,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735.0,4.0
Starved,Zach Bryan,58,0.332,0.382,2.0,-8.963,1.0,0.0366,0.267,0.0268,0.094,0.113,161.083,audio_features,51dn2eCX2DhMTHtkPmZbZP,spotify:track:51dn2eCX2DhMTHtkPmZbZP,https://api.spotify.com/v1/tracks/51dn2eCX2DhMTHtkPmZbZP,https://api.spotify.com/v1/audio-analysis/51dn2eCX2DhMTHtkPmZbZP,282816.0,3.0
'Til You Can't,Cody Johnson,76,0.501,0.815,1.0,-4.865,1.0,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,224213.0,4.0
Joy Of My Life,Chris Stapleton,71,0.63,0.485,3.0,-8.955,1.0,0.0299,0.223,0.0535,0.103,0.398,149.23,audio_features,4EuaDcxHmHKS6gZ5iuGba0,spotify:track:4EuaDcxHmHKS6gZ5iuGba0,https://api.spotify.com/v1/tracks/4EuaDcxHmHKS6gZ5iuGba0,https://api.spotify.com/v1/audio-analysis/4EuaDcxHmHKS6gZ5iuGba0,274520.0,4.0
Poland,Lil Yachty,58,0.656,0.558,2.0,-8.684,1.0,0.0535,0.141,0.873,0.112,0.202,74.943,audio_features,2YghbdmvAKSHiCGFTLbsvj,spotify:track:2YghbdmvAKSHiCGFTLbsvj,https://api.spotify.com/v1/tracks/2YghbdmvAKSHiCGFTLbsvj,https://api.spotify.com/v1/audio-analysis/2YghbdmvAKSHiCGFTLbsvj,83200.0,4.0
Forever,Drake & Kanye West & Lil Wayne,74,0.457,0.906,5.0,-2.278,0.0,0.342,0.249,0.0,0.182,0.54,104.02,audio_features,5UsLjwBaTHBX4ektWIr4XX,spotify:track:5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,357707.0,5.0
Monster Mash,"Bobby ""Boris"" Pickett & The Crypt-Kickers",70,0.541,0.504,11.0,-14.191,0.0,0.457,0.375,0.0,0.421,0.707,68.482,audio_features,0xxZY5C9xxij3D1HkzbnfC,spotify:track:0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/tracks/0xxZY5C9xxij3D1HkzbnfC,https://api.spotify.com/v1/audio-analysis/0xxZY5C9xxij3D1HkzbnfC,192040.0,4.0
Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,87,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,audio_features,29d0nY7TzCoi22XBqDQkiP,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,300840.0,4.0
Don’t Come Lookin’,Jackson Dean,71,0.529,0.858,9.0,-6.015,1.0,0.0536,0.0115,2.91e-05,0.345,0.676,156.129,audio_features,1vscizuuPwkwC1cc5N5KQV,spotify:track:1vscizuuPwkwC1cc5N5KQV,https://api.spotify.com/v1/tracks/1vscizuuPwkwC1cc5N5KQV,https://api.spotify.com/v1/audio-analysis/1vscizuuPwkwC1cc5N5KQV,187957.0,4.0
Everything I Own,Bread,71,0.365,0.338,2.0,-13.406,1.0,0.0322,0.735,0.0,0.104,0.446,79.241,audio_features,52VIdyKqp1pJRSyUQaxKUA,spotify:track:52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/tracks/52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/audio-analysis/52VIdyKqp1pJRSyUQaxKUA,187000.0,4.0
Tennessee Whiskey,Chris Stapleton,82,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,3fqwjXwUGN6vbzIwvyFMhx,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,293293.0,4.0
Bones,Imagine Dragons,90,0.773,0.742,5.0,-3.678,0.0,0.046,0.0206,0.0,0.0754,0.571,114.071,audio_features,0HqZX76SFLDz2aW8aiqi7G,spotify:track:0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/tracks/0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/audio-analysis/0HqZX76SFLDz2aW8aiqi7G,165265.0,4.0
Everything I Own,Bread,71,0.365,0.338,2.0,-13.406,1.0,0.0322,0.735,0.0,0.104,0.446,79.241,audio_features,52VIdyKqp1pJRSyUQaxKUA,spotify:track:52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/tracks/52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/audio-analysis/52VIdyKqp1pJRSyUQaxKUA,187000.0,4.0
World's Smallest Violin,AJR,79,0.68,0.696,5.0,-6.977,1.0,0.051,0.116,0.0,0.607,0.684,115.962,audio_features,3jHBgKdLCf46aP3HRI0WYv,spotify:track:3jHBgKdLCf46aP3HRI0WYv,https://api.spotify.com/v1/tracks/3jHBgKdLCf46aP3HRI0WYv,https://api.spotify.com/v1/audio-analysis/3jHBgKdLCf46aP3HRI0WYv,180743.0,4.0
down home,Jimmie Allen,71,0.584,0.821,9.0,-3.628,1.0,0.0305,0.01,0.0,0.196,0.571,146.0,audio_features,6iai8D40xiwuktWrxcInt1,spotify:track:6iai8D40xiwuktWrxcInt1,https://api.spotify.com/v1/tracks/6iai8D40xiwuktWrxcInt1,https://api.spotify.com/v1/audio-analysis/6iai8D40xiwuktWrxcInt1,201733.0,4.0
No Body,Blake Shelton,64,0.739,0.72,4.0,-6.695,1.0,0.026,0.0379,0.00267,0.23,0.892,102.997,audio_features,3knS4WXNNRBd3zkx2v78cx,spotify:track:3knS4WXNNRBd3zkx2v78cx,https://api.spotify.com/v1/tracks/3knS4WXNNRBd3zkx2v78cx,https://api.spotify.com/v1/audio-analysis/3knS4WXNNRBd3zkx2v78cx,187640.0,4.0
Late Night Talking,Harry Styles,93,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955.0,4.0
Tití Me Preguntó,Bad Bunny,98,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717.0,4.0
CUFF IT,Beyoncé,92,0.78,0.689,7.0,-5.668,1.0,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389.0,4.0
Build a Boat,Colton Dixon,60,0.612,0.77,1.0,-4.645,1.0,0.0387,0.221,0.0,0.171,0.351,143.871,audio_features,3Kh9eZaRwd1teXFVOZ9xPv,spotify:track:3Kh9eZaRwd1teXFVOZ9xPv,https://api.spotify.com/v1/tracks/3Kh9eZaRwd1teXFVOZ9xPv,https://api.spotify.com/v1/audio-analysis/3Kh9eZaRwd1teXFVOZ9xPv,170549.0,4.0
High Heels,Flo Rida & Walker Hayes,64,0.794,0.64,1.0,-5.745,1.0,0.0306,0.0791,0.0,0.0812,0.851,110.058,audio_features,7HH2qGXywdgAn5b2WHnkQq,spotify:track:7HH2qGXywdgAn5b2WHnkQq,https://api.spotify.com/v1/tracks/7HH2qGXywdgAn5b2WHnkQq,https://api.spotify.com/v1/audio-analysis/7HH2qGXywdgAn5b2WHnkQq,155033.0,4.0
5 Foot 9,Tyler Hubbard,81,0.602,0.796,5.0,-5.609,1.0,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,6AqwH2Y9FJwhUE2dCSkw1u,spotify:track:6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/tracks/6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/audio-analysis/6AqwH2Y9FJwhUE2dCSkw1u,189780.0,4.0
God Is In This Story,Katy Nichole & Big Daddy Weave,60,0.519,0.644,11.0,-3.64,1.0,0.0273,0.162,0.0,0.127,0.356,146.002,audio_features,7m0BMNyTpSnsJYfsRiHw2T,spotify:track:7m0BMNyTpSnsJYfsRiHw2T,https://api.spotify.com/v1/tracks/7m0BMNyTpSnsJYfsRiHw2T,https://api.spotify.com/v1/audio-analysis/7m0BMNyTpSnsJYfsRiHw2T,207893.0,4.0
She Likes It (feat. Jake Scott),Russell Dickerson & Jake Scott,77,0.79,0.325,4.0,-11.689,1.0,0.127,0.509,0.0,0.155,0.539,126.877,audio_features,6VVqPBFZIbcmv14zNfOc13,spotify:track:6VVqPBFZIbcmv14zNfOc13,https://api.spotify.com/v1/tracks/6VVqPBFZIbcmv14zNfOc13,https://api.spotify.com/v1/audio-analysis/6VVqPBFZIbcmv14zNfOc13,163311.0,4.0
No Se Va - En Vivo,Grupo Frontera,81,0.594,0.527,0.0,-9.335,1.0,0.0335,0.121,0.0,0.234,0.692,172.712,audio_features,5JhUm1v5AbI5Yu6jLKCPRO,spotify:track:5JhUm1v5AbI5Yu6jLKCPRO,https://api.spotify.com/v1/tracks/5JhUm1v5AbI5Yu6jLKCPRO,https://api.spotify.com/v1/audio-analysis/5JhUm1v5AbI5Yu6jLKCPRO,194019.0,4.0
I'm Good (Blue),David Guetta & Bebe Rexha,98,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238.0,4.0
Enough,charlieonnafriday,79,0.745,0.543,7.0,-8.137,1.0,0.0396,0.22,0.0,0.174,0.242,139.964,audio_features,4vuVzf7BIZhDAFm3TB0Tzy,spotify:track:4vuVzf7BIZhDAFm3TB0Tzy,https://api.spotify.com/v1/tracks/4vuVzf7BIZhDAFm3TB0Tzy,https://api.spotify.com/v1/audio-analysis/4vuVzf7BIZhDAFm3TB0Tzy,185267.0,4.0
If,Bread,66,0.388,0.176,9.0,-16.952,1.0,0.0299,0.912,0.000336,0.0977,0.342,97.628,audio_features,40W8Mm9t3ZO1iNQlls35lL,spotify:track:40W8Mm9t3ZO1iNQlls35lL,https://api.spotify.com/v1/tracks/40W8Mm9t3ZO1iNQlls35lL,https://api.spotify.com/v1/audio-analysis/40W8Mm9t3ZO1iNQlls35lL,155773.0,4.0
Love Me Like I Am,for KING & COUNTRY,54,0.492,0.429,4.0,-8.126,1.0,0.0392,0.0368,0.000164,0.0887,0.0981,159.746,audio_features,60GTOisUSdUksjMzq17XvO,spotify:track:60GTOisUSdUksjMzq17XvO,https://api.spotify.com/v1/tracks/60GTOisUSdUksjMzq17XvO,https://api.spotify.com/v1/audio-analysis/60GTOisUSdUksjMzq17XvO,184103.0,4.0
Tomorrow 2 (with Cardi B),GloRilla & Cardi B,79,0.791,0.818,0.0,-3.93,1.0,0.406,0.0695,0.0,0.114,0.693,159.922,audio_features,7KXVIAuw3m2hxZanrpSXS3,spotify:track:7KXVIAuw3m2hxZanrpSXS3,https://api.spotify.com/v1/tracks/7KXVIAuw3m2hxZanrpSXS3,https://api.spotify.com/v1/audio-analysis/7KXVIAuw3m2hxZanrpSXS3,209811.0,4.0
Hold My Hand,Lady Gaga,82,0.519,0.617,7.0,-4.287,1.0,0.0313,0.0387,0.0,0.401,0.222,147.708,audio_features,0oWraSo5ASJ0h1BEagTyEw,spotify:track:0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/tracks/0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/audio-analysis/0oWraSo5ASJ0h1BEagTyEw,225300.0,3.0
One Way or Another (Hocus Pocus 2 Version),Bette Midler & Sarah Jessica Parker & Kathy Najimy,67,0.571,0.893,11.0,-4.816,0.0,0.0707,0.0717,0.0,0.174,0.679,81.001,audio_features,3jGAUGvmWbPe2LPc8Hon1c,spotify:track:3jGAUGvmWbPe2LPc8Hon1c,https://api.spotify.com/v1/tracks/3jGAUGvmWbPe2LPc8Hon1c,https://api.spotify.com/v1/audio-analysis/3jGAUGvmWbPe2LPc8Hon1c,147387.0,4.0
Betty (Get Money),Yung Gravy,88,0.723,0.772,1.0,-6.784,1.0,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,audio_features,4cacyP5c3PMlfnyjpg13xW,spotify:track:4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/tracks/4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/audio-analysis/4cacyP5c3PMlfnyjpg13xW,146471.0,4.0
golden hour - ILLENIUM & NURKO Remix,JVKE & ILLENIUM & NURKO,54,0.453,0.771,1.0,-4.382,0.0,0.0341,0.046,0.0,0.159,0.0754,126.003,audio_features,11BUFxLtMAVUtJaTnNK8Ey,spotify:track:11BUFxLtMAVUtJaTnNK8Ey,https://api.spotify.com/v1/tracks/11BUFxLtMAVUtJaTnNK8Ey,https://api.spotify.com/v1/audio-analysis/11BUFxLtMAVUtJaTnNK8Ey,201905.0,4.0
